Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
cardib,Music and Dance,19100000.0,United States,131800.0,11500.0,475.0,http://youtube.com/channel/UCxMAbVFmxKUVGAll0WVGpFw
smilefamilyspanish1463,"Animation, Toys",19000000.0,Unknown,83800.0,107.0,0.0,http://youtube.com/channel/UCau6-7svf1fw2QCUJDj68eQ
LittleAngelEspanol,Animation,19000000.0,Unknown,123500.0,339.0,0.0,http://youtube.com/channel/UCTdRly9T3iyCJFjmRoCaepQ
BayashiTV_,Unknown,19000000.0,United States,5500000.0,415900.0,2500.0,http://youtube.com/channel/UCbCJmNKAL85O1VFeD6Wj60g
deepesh_zo,Unknown,18900000.0,India,713500.0,44600.0,330.0,http://youtube.com/channel/UC9VEW1NhLouw1vbW6p4cACw
grammygoldofficial,Music and Dance,18800000.0,Thailand,12900.0,309.0,9.0,http://youtube.com/channel/UCFWsjsN53Sqvg2pWhSFmWBQ
IanLucasOficial,"Movies, Humor",18800000.0,Argentina,5600000.0,401700.0,2700.0,http://youtube.com/channel/UCmzDf_a7CCFuxos7hspcWRQ
alia,"Animation, Video Games",18800000.0,United States,336100.0,10200.0,297.0,http://youtube.com/channel/UCYVinkwSX7szARULgYpvhLw
ArianaGrandeVevo,"Music and Dance, Humor",18700000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UC0VOyT2OCBKdQhF3BAbZ-1g
MrMarmok,"Animation, Video Games",18600000.0,Russia,3600000.0,328100.0,6700.0,http://youtube.com/channel/UCf31Gf5nCU8J6eUlr7QSU0w
LikeNastya_Vlog,Daily Vlogs,18600000.0,Unknown,484100.0,1800.0,0.0,http://youtube.com/channel/UCCI5Xsd_gCbZb9eTeOf9FdQ
elcanaldePlimPlim,Music and Dance,18600000.0,Unknown,665100.0,0.0,0.0,http://youtube.com/channel/UCYQo8CdhXD22qfwUBUw591Q
MileyCyrus,Unknown,18600000.0,United States,449000.0,32100.0,254.0,http://youtube.com/channel/UCn7dB9UMTBDjKtEKBy_XISw
andtvchannel,Unknown,18600000.0,India,2100.0,68.0,0.0,http://youtube.com/channel/UCxJcrDUc8awRSLzLbnIiAmQ
Blippi,"Education, Toys",18600000.0,Unknown,722900.0,3800.0,0.0,http://youtube.com/channel/UC5PYHgAzJ1wLEidB58SK6Xw
rsiammusic,Music and Dance,18600000.0,Thailand,6200.0,137.0,5.0,http://youtube.com/channel/UCLcCpNY-zaL3vEERD5rh5Ew
DanielSaboya,Music and Dance,18600000.0,Brazil,12600.0,544.0,6.0,http://youtube.com/channel/UCEUf_uUDUfJJ3XfgwOxm-0A
PandaShorts,Unknown,18500000.0,India,1500000.0,120300.0,261.0,http://youtube.com/channel/UCEYlNI8wno2Xp7YUNdMN22A
news18India,News and Politics,18500000.0,India,5400.0,114.0,1.0,http://youtube.com/channel/UCPP3etACgdUWvizcES1dJ8Q
NaisaAlifiaYurizaNAY,"Music and Dance, Movies",18400000.0,Indonesia,160900.0,7800.0,78.0,http://youtube.com/channel/UCtjFp8VXWIscsqQ2wokpo3Q
thewillyrex,Unknown,18400000.0,Spain,55600.0,4800.0,22.0,http://youtube.com/channel/UC4LHNX8d8RqnDX0OezgmCTg
MSA.official,"Animation, Humor",18400000.0,United States,4300000.0,96800.0,3600.0,http://youtube.com/channel/UCYzEMRKqrh01-tauv7MYyVQ
GoodMythicalMorning,Food and Drink,18400000.0,United States,447300.0,20200.0,532.0,http://youtube.com/channel/UC4PooiX37Pld1T8J5SYT-SQ
SonyMusicSouthVEVO,Music and Dance,18400000.0,Unknown,1300.0,7.0,1.0,http://youtube.com/channel/UCTNtRdBAiZtHP9w7JinzfUg
Squeezie,Unknown,18400000.0,France,722400.0,61700.0,240.0,http://youtube.com/channel/UCWeg2Pkate69NFdBeuRFTAw
DannyFitt,Movies,18300000.0,Mexico,340000.0,14200.0,128.0,http://youtube.com/channel/UC_82tbyeBHSaDbL725LMlvw
korayzeynep,Daily Vlogs,18200000.0,Turkey,198800.0,5800.0,0.0,http://youtube.com/channel/UCTAacyv5T4cSus1W4D6eBfA
GENHALILINTAR,"Music and Dance, Humor",18200000.0,Indonesia,89200.0,2800.0,59.0,http://youtube.com/channel/UCfRNJiafEm1LBBGFTTq4cXw
INCRIVEL_PT,Science and Technology,18200000.0,Unknown,8900.0,415.0,13.0,http://youtube.com/channel/UCIQPHl1WKKTt9KkWyo_JNig
Apple,"Music and Dance, Animation",18200000.0,Unknown,3000000.0,18300.0,0.0,http://youtube.com/channel/UCE_M8A5yxnLfW0KghEeajjw
LuisFonsiVEVO,Music and Dance,18200000.0,Peru,2000000.0,33100.0,3000.0,http://youtube.com/channel/UCLp8RBhQHu9wSsq62j_Md6A
manualdomundo,Science and Technology,18200000.0,Brazil,311200.0,35500.0,299.0,http://youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ
KatieAngelTV_,Music and Dance,18200000.0,Mexico,0.0,0.0,0.0,http://youtube.com/channel/UCgSMDG8aGE3YHfBCXHuPpYA
LikeNastya_VNM,Movies,18200000.0,Unknown,410200.0,0.0,0.0,http://youtube.com/channel/UClK8w-hLJlhR6fL5_xQg_VA
SebastianYatra,Music and Dance,18200000.0,Colombia,26300.0,2000.0,92.0,http://youtube.com/channel/UCssFxr-IdIa-wpG3jUXYrmw
TaarakMehtaKaOoltahChashmah,Unknown,18200000.0,India,117000.0,1800.0,34.0,http://youtube.com/channel/UCnSFZ-olBoLGLRUS_3RI2Aw
Aphmau,"Animation, Video Games",18000000.0,United States,2000000.0,37800.0,2700.0,http://youtube.com/channel/UCzYfz8uibvnB7Yc1LjePi4g
TheGrefg,"Movies, Video Games",18000000.0,Spain,145900.0,10400.0,82.0,http://youtube.com/channel/UCCEmjNPpJYhGDgaEqeeA4HA
RobleisIUTU,"Movies, Animation",18000000.0,Argentina,267500.0,18500.0,426.0,http://youtube.com/channel/UCG8eSYvOQUpb9HM8zU5d6xg
lescopaque,Unknown,18000000.0,Indonesia,67500.0,1600.0,0.0,http://youtube.com/channel/UCR1c65UsjpaVgcLKa7eM1tg
tanboykun,Music and Dance,18000000.0,Indonesia,1400000.0,25400.0,1400.0,http://youtube.com/channel/UC8rHUssNDJ9YEjfduAqJBmw
BispoBrunoLeonardo,Music and Dance,18000000.0,Brazil,762100.0,276400.0,154000.0,http://youtube.com/channel/UCVNouUw3d3l5JYVCxhAQXKA
News24thinkfirst,News and Politics,18000000.0,India,4400.0,93.0,4.0,http://youtube.com/channel/UCuzS3rPQAYqHcLWqOFuY0pw
ZuniandFamilyofficial,Daily Vlogs,18000000.0,Unknown,58300.0,177.0,0.0,http://youtube.com/channel/UCAelPgCHWYyEs8-TFuOVRtg
YounesZarou,Unknown,18000000.0,India,212600.0,8300.0,37.0,http://youtube.com/channel/UClR74BSOFXxMOKtuaaPu91Q
FunForKidsTVHindiRhymes,Unknown,18000000.0,Unknown,89900.0,323.0,0.0,http://youtube.com/channel/UCe3GjNY3Kqi8Xd6nT4JN_6w
demilovato,Music and Dance,18000000.0,United States,34300.0,5200.0,166.0,http://youtube.com/channel/UCZkURf9tDolFOeuw_4RD7XQ
AMARINTVHD,News and Politics,18000000.0,Thailand,9000.0,137.0,5.0,http://youtube.com/channel/UCzMoibQRslh_1bTuW0YXc6A
GameTheory,Movies,18000000.0,United States,2600000.0,120000.0,4500.0,http://youtube.com/channel/UCo_IB5145EVNcf8hw1Kku7w
Jane_asmr,Daily Vlogs,17800000.0,Indonesia,131600.0,2600.0,190.0,http://youtube.com/channel/UC2fsxQr6Hcx1enORxXgKpxQ
portadosfundos,"Movies, Animation",17800000.0,Brazil,390100.0,26200.0,184.0,http://youtube.com/channel/UCEWHPFNilsT0IfQfutVzsag
zbingz,Unknown,17800000.0,Thailand,458300.0,11300.0,367.0,http://youtube.com/channel/UC5zGJZpxeZPFcds5gFcDE7Q
mgcplayhouse,"Toys, Cars and Vehicles",17800000.0,Unknown,56300.0,96.0,0.0,http://youtube.com/channel/UC6zPzUJo8hu-5TzUk8IEC2Q
pawansahu777,Unknown,17800000.0,India,1700000.0,129400.0,912.0,http://youtube.com/channel/UCpO_iMOOEhShBMxcXgJs7Yw
thexoteam,Unknown,17800000.0,United States,797600.0,50400.0,179.0,http://youtube.com/channel/UClZAOlfhJQJRym39WoAPxdw
lilpumpeskii,Music and Dance,17700000.0,United States,139500.0,5300.0,566.0,http://youtube.com/channel/UC6pjHMC4QXMi4llCCjtDXWg
NarendraModi,News and Politics,17700000.0,India,39500.0,2700.0,108.0,http://youtube.com/channel/UC1NF71EwP41VdjAU1iXdLkw
FactTechz,Unknown,17700000.0,India,321900.0,19900.0,732.0,http://youtube.com/channel/UCGdPm5Aq081vVD7ih9jZf6Q
IGN,Unknown,17700000.0,United States,36300.0,817.0,82.0,http://youtube.com/channel/UCKy1dAqELo0zrOtPkf0eTMw
salmannomanofficial,Unknown,17700000.0,India,729900.0,47600.0,159.0,http://youtube.com/channel/UCXTyWqKtLLzaom6XwaJu7xw
jasonvlogslife,"Animation, Toys",17600000.0,Unknown,368500.0,896.0,0.0,http://youtube.com/channel/UCjmAh2qxmvWdH3xNPbg0IUQ
PrimeVideoIN,"Movies, Animation",17600000.0,India,18400.0,535.0,4.0,http://youtube.com/channel/UC4zWG9LccdWGUlF77LZ8toA
JFlaMusic,Music and Dance,17600000.0,United States,59800.0,3100.0,426.0,http://youtube.com/channel/UClkRzsdvg7_RKVhwDwiDZOA
musicalrmastv1,Music and Dance,17600000.0,Iraq,103600.0,4500.0,259.0,http://youtube.com/channel/UCVrstuGnHjpUXr9G98wwKow
mkbhd,Science and Technology,17600000.0,United States,1400000.0,81100.0,2500.0,http://youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ
RepublicTVBharat,News and Politics,17600000.0,India,7100.0,0.0,3.0,http://youtube.com/channel/UC7wXt18f2iA3EDXeqAVuKng
zappytoons,Education,17500000.0,Unknown,110400.0,625.0,0.0,http://youtube.com/channel/UCcryiZdagSR9M-Oii_Y4OfQ
ElReinoAJugar,"Education, Toys",17500000.0,Unknown,216600.0,570.0,0.0,http://youtube.com/channel/UCsm77kEHBDEPgD4Ir3jSRYg
HowToBasic,Food and Drink,17400000.0,United States,1800000.0,63500.0,5200.0,http://youtube.com/channel/UCR4s1DE9J4DHzZYXMltSMAg
stubbornfacts,News and Politics,17400000.0,India,20700.0,1000.0,56.0,http://youtube.com/channel/UCJZ5gFXzSZ9i-R1HEnS8U_A
TheBrianMaps,"Video Games, Humor",17400000.0,Russia,5100000.0,390700.0,11000.0,http://youtube.com/channel/UCyJrhZm9KXrzRub3-wD2zWg
anitta,Music and Dance,17400000.0,Brazil,67700.0,5600.0,111.0,http://youtube.com/channel/UCqjjyPUghDSSKFBABM_CXMw
jordanmatter,"Music and Dance, Humor",17400000.0,United States,7900000.0,98500.0,8500.0,http://youtube.com/channel/UCKaCalz5N5ienIbfPzEbYuA
TRANSTVofficial,"Music and Dance, Movies",17300000.0,Indonesia,1000.0,17.0,1.0,http://youtube.com/channel/UCIohHXwCEKxWCLvAguJ-GjA
JohnyFamilyShow,"Music and Dance, Toys",17300000.0,Unknown,52500.0,129.0,0.0,http://youtube.com/channel/UCq8KR1lnewd5ZPx9_XKoubg
popchartbusters,Music and Dance,17200000.0,India,14500.0,350.0,48.0,http://youtube.com/channel/UCzL6rJhkoXkIt0fCv9T9_uA
Willyrex,"Movies, Animation",17200000.0,Mexico,133400.0,10000.0,72.0,http://youtube.com/channel/UC8rNKrqBxJqL9izOOMxBJtw
Queen,"Music and Dance, Movies",17200000.0,United States,122500.0,8600.0,206.0,http://youtube.com/channel/UCiMhD4jzUqG-IgPzUmmytRQ
issei0806,Unknown,17200000.0,India,3700000.0,175000.0,156.0,http://youtube.com/channel/UC6QZ_ss3i_8qLV_RczPZBkw
Filaretiki,Unknown,17200000.0,India,336500.0,10400.0,32.0,http://youtube.com/channel/UC7Lta_EuGv5BXoLTpUutvBA
AayuandPihuShow,"Movies, Humor",17000000.0,India,2600000.0,44300.0,7100.0,http://youtube.com/channel/UCFcBAGR0drI3F15EhMFjuTg
SriBalajiMovies,Movies,17000000.0,India,9800.0,281.0,0.0,http://youtube.com/channel/UCoy3dQzEdq1y2zMnT4pdj3Q
PrajapatiNews,Unknown,17000000.0,India,13200.0,731.0,34.0,http://youtube.com/channel/UCl_Ksy6Yi1b4eEZ46FInb_w
LikeNastya_IDN,"Music and Dance, Movies",17000000.0,Unknown,241500.0,0.0,0.0,http://youtube.com/channel/UCui_SuV6CzSgB1bdwL5utzg
VICE,News and Politics,17000000.0,United States,45600.0,884.0,56.0,http://youtube.com/channel/UCn8zNIfYAQNdrFRrr8oibKw
GatoGalactico,Animation,17000000.0,Brazil,71900.0,1500.0,0.0,http://youtube.com/channel/UCbt4SegZBQLeXMTMvnrfZtw
LahariMusicIndia,Music and Dance,17000000.0,India,14000.0,523.0,8.0,http://youtube.com/channel/UCnSqxrSfo1sK4WZ7nBpYW1Q
nomanofficial786,Unknown,17000000.0,India,2800000.0,245000.0,1500.0,http://youtube.com/channel/UCIhJOWBJywuJKeF61CWCrMw
BBCHindi,News and Politics,17000000.0,India,84900.0,0.0,181.0,http://youtube.com/channel/UCN7B-QD0Qgn2boVH5Q0pOWg
GuavaJuice,Unknown,17000000.0,United States,172400.0,10400.0,1300.0,http://youtube.com/channel/UCMNmwqCtCSpftrbvR3KkHDA
withkids2063,"Animation, Toys",16900000.0,United States,28200.0,0.0,0.0,http://youtube.com/channel/UC6ye474SJCiPsEPueO_b3Gw
BeastPhilanthropy,Food and Drink,16900000.0,United States,21500000.0,952100.0,24000.0,http://youtube.com/channel/UCAiLfjNXkNv24uhpzUgPa6A
BollywoodClassics,Music and Dance,16900000.0,India,40100.0,191.0,12.0,http://youtube.com/channel/UCZ_OLiS7DkyCg89eV_qQMoQ
DesiMelodies,Music and Dance,16800000.0,India,2400000.0,9500.0,259.0,http://youtube.com/channel/UC783dnzJqf2ghHp_pFLYbGA
IvanaAlawi,"Movies, Humor",16800000.0,Philippines,3200000.0,109400.0,6800.0,http://youtube.com/channel/UCypeLkg3Ne5-LIyiB41b1GQ
NMFNews,News and Politics,16800000.0,India,4000.0,86.0,2.0,http://youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw
DeToxoMoroxo-Oficial,"Movies, Animation",16800000.0,Mexico,352900.0,15600.0,2800.0,http://youtube.com/channel/UCq_oSgHK9lk6NUUgkhUOPnw
ufc,Sports,16800000.0,United States,86700.0,1700.0,189.0,http://youtube.com/channel/UCvgfXK4nTYKudb0rFR6noLA
gmmtv,"Music and Dance, Movies",16800000.0,Thailand,34000.0,951.0,27.0,http://youtube.com/channel/UC8BzJM6_VbZTdiNLD4R1jxQ
SagarKalraShorts,Daily Vlogs,16800000.0,India,864100.0,8000.0,129.0,http://youtube.com/channel/UClO7QTL3RLMGW9Px4Q8znog
disneyjunior,Unknown,16800000.0,Unknown,116400.0,342.0,0.0,http://youtube.com/channel/UCNcdbMyA59zE-Vk668bKWOg
TuCOSMOPOLIS,News and Politics,16800000.0,Mexico,37900.0,2400.0,249.0,http://youtube.com/channel/UCo4ywJQXfUIB0lCBpczW3cA
Chapitosiki,Unknown,16800000.0,Russia,272800.0,6500.0,15.0,http://youtube.com/channel/UCXmseTCR4w5q36pupOJKegw
thairathonline,News and Politics,16700000.0,Thailand,9100.0,137.0,6.0,http://youtube.com/channel/UCrFDdD-EE05N7gjwZho2wqw
viralhog,Toys,16700000.0,United States,39500.0,1300.0,28.0,http://youtube.com/channel/UC3339WgBDKIcxTfywuSmG8w
failarmy,"Animation, Humor",16700000.0,United States,2200000.0,20700.0,746.0,http://youtube.com/channel/UCPDis9pjXuqyI7RYLJ-TTSA
IDEASEN5MINUTOSoficial,Movies,16700000.0,Mexico,116500.0,246.0,8.0,http://youtube.com/channel/UC_OLtzRJdg0MJfiqGWAAIHw
FunFunMiniWorld,Unknown,16700000.0,United States,29500.0,755.0,0.0,http://youtube.com/channel/UCqvS0UZpSh8ydVQ7TxGNOJw
ch7hd,Unknown,16600000.000000002,Thailand,2500.0,66.0,1.0,http://youtube.com/channel/UCXUVnTEsLZBim_WlWxBvEwA
DailyDoseOfInternet,Animals and Pets,16600000.000000002,United States,4000000.0,193200.0,5200.0,http://youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw
KaykaiSalaiderChannel,"Movies, Humor",16600000.000000002,Thailand,813000.0,32500.0,369.0,http://youtube.com/channel/UCdLGCJcIGu5ExzYN6CXtkIw
LEGO,Animation,16600000.000000002,United States,28000.0,304.0,0.0,http://youtube.com/channel/UCP-Ng5SXUEt0VE-TXqRdL6g
RCTILAYARDRAMAINDONESIA,"Music and Dance, Movies",16600000.000000002,Indonesia,10200.0,174.0,5.0,http://youtube.com/channel/UCzTsWuCdVP_vehWyGwPcS3Q
tarik_alhalapi,Unknown,16500000.0,Turkey,2300000.0,59000.0,154.0,http://youtube.com/channel/UCoIPNS4wYsQV4_XV2wSaxyw
SandraCiresArt,Unknown,16500000.0,Colombia,0.0,0.0,0.0,http://youtube.com/channel/UCYM02HkL0C3V1hAzw0HUXUw
Pitbull,Music and Dance,16500000.0,United States,9800.0,859.0,42.0,http://youtube.com/channel/UCv8nzwVPQDRjkPCkEsOdEwA
boyceavenue,Music and Dance,16500000.0,Brazil,17200.0,1400.0,26.0,http://youtube.com/channel/UCgc00bfF_PvO_2AvqJZHXFg
LaRosaDeGuadalupeOf,Unknown,16500000.0,Mexico,58500.0,1200.0,25.0,http://youtube.com/channel/UCGs30k8MveMERD3askAgNYA
samsmith,Unknown,16500000.0,United States,28500.0,1900.0,67.0,http://youtube.com/channel/UCvpDeGlR5wLP9Z3Tb6K0Xfg
Lyna,"Movies, Animation",16399999.999999998,Argentina,327300.0,9600.0,816.0,http://youtube.com/channel/UC-cnbLlplnXA4oc7rR21qzg
Mrwhosetheboss,Unknown,16399999.999999998,United States,3400000.0,167900.0,1500.0,http://youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA
Infobellsbengalirhymes,Education,16399999.999999998,Unknown,746400.0,20500.0,0.0,http://youtube.com/channel/UCAWuV9ZZ0itI3WR-JHWIUNQ
GLENTYOUTUBE,Video Games,16399999.999999998,Russia,1800000.0,100900.0,1800.0,http://youtube.com/channel/UCBYvr4SqfGQd5fTmOXVQ4Zw
T3ddy,Daily Vlogs,16399999.999999998,Brazil,413500.0,42600.0,941.0,http://youtube.com/channel/UC5mZsx_OVnc4XmG9rWU2p3A
FitDanceTV,"Music and Dance, Animation",16399999.999999998,Unknown,29100.0,844.0,11.0,http://youtube.com/channel/UCl_AQeO6ynSDRSjclc1e16Q
jjolatunji,Unknown,16399999.999999998,United States,2800000.0,145700.0,4600.0,http://youtube.com/channel/UCGmnsW623G1r-Chmo5RB4Yw
mattstonie,Food and Drink,16399999.999999998,United States,1800000.0,54600.0,1800.0,http://youtube.com/channel/UCd1fLoVFooPeWqCEYVUJZqg
TWICE,"Music and Dance, Movies",16399999.999999998,Philippines,350600.0,51700.0,304.0,http://youtube.com/channel/UCzgxx_DM2Dcb9Y1spb9mUJA
rubentuestaoficial,Unknown,16399999.999999998,Argentina,2500000.0,291400.0,1800.0,http://youtube.com/channel/UC8id8PPmTd6aqfpUnQzUaxw
Unspeakable,"Video Games, Humor",16399999.999999998,United States,1900000.0,40000.0,318.0,http://youtube.com/channel/UCwIWAbIeu0xI0ReKWOcw3eg
vladandnikiarab,Animation,16300000.0,Unknown,126100.0,613.0,0.0,http://youtube.com/channel/UCoxoYSL3rFXB7JSELiI5V1w
ADME_RU,Animation,16300000.0,Russia,17200.0,472.0,26.0,http://youtube.com/channel/UCuVpbMt4yu4I9eAey3khnGg
DearSir,Education,16300000.0,India,266300.0,22500.0,2300.0,http://youtube.com/channel/UC9dyrsYEmD4iGJ8Oz1G5dpw
JoseComelonEspanol,Food and Drink,16300000.0,Unknown,484600.0,1900.0,0.0,http://youtube.com/channel/UCiqE9bJFJhPEOVGdpj2LdEg
NasyaOfficial,Unknown,16200000.0,Indonesia,853900.0,15100.0,136.0,http://youtube.com/channel/UCGJc3yx2-64H-c3L6kVhxtw
antrax,Animation,16200000.0,Mexico,623600.0,39500.0,746.0,http://youtube.com/channel/UCNbwP-bKUlKrE_5qDwvFILQ
kidsplay,"Movies, Toys",16200000.0,Unknown,28300.0,132.0,0.0,http://youtube.com/channel/UClyPv5RRfYdUFv2SsgV5uMw
DylandPROS,"Movies, Animation",16200000.0,Indonesia,21500.0,996.0,28.0,http://youtube.com/channel/UCXdmo_q4SawYMz-dmeKEHPQ
TV9Bharatvarsh,News and Politics,16200000.0,India,4100.0,97.0,1.0,http://youtube.com/channel/UCOutOIcn_oho8pyVN3Ng-Pg
mkmusic,Music and Dance,16100000.000000002,Brazil,29200.0,1700.0,67.0,http://youtube.com/channel/UCbVwJCxsVbmaP1PFmbGQDeQ
MoreAliA,"Animation, Video Games",16100000.000000002,United States,645200.0,11900.0,389.0,http://youtube.com/channel/UCyeVfsThIHM_mEZq7YXIQSQ
MYFAMILYComedy,Unknown,16100000.000000002,India,2600000.0,5400.0,104.0,http://youtube.com/channel/UC4B6dDVB0Umrh5l4UgxUtyg
camilo,Music and Dance,16000000.0,Colombia,560000.0,17000.0,590.0,http://youtube.com/channel/UCw0aKHSGFGyrnMeVnHeYMyw
Arifmuhammadd,"Music and Dance, Movies",16000000.0,Indonesia,3300000.0,62400.0,2000.0,http://youtube.com/channel/UCfx3oPv3cJm2aCJ7UnhKx8A
SonyLIV,Unknown,16000000.0,India,9300.0,105.0,4.0,http://youtube.com/channel/UCOQNJjhXwvAScuELTT_i7cQ
wifistudy,Education,16000000.0,India,3900.0,184.0,4.0,http://youtube.com/channel/UCuWuAvEnKWez5BUr29VpwqA
katakit_baby,Music and Dance,16000000.0,Saudi Arabia,174500.0,1200.0,0.0,http://youtube.com/channel/UChDk1SYEDyC4s74mKwfBUKQ
MazhavilManorama,Unknown,16000000.0,India,13300.0,299.0,1.0,http://youtube.com/channel/UCUPD0jQo-EP0B1Nf4uzeIMA
JulianaBaltar,"Movies, Humor",16000000.0,Brazil,207800.0,9400.0,139.0,http://youtube.com/channel/UCqDauP_ke8Lwt8Hg3Xv-8Iw
KarlaBustillos,Unknown,16000000.0,Mexico,5400000.0,362000.0,2100.0,http://youtube.com/channel/UCyI6QRxXArFsfWlMdvoG2hw
kuplinovplay,Video Games,16000000.0,Russia,1900000.0,124700.0,2300.0,http://youtube.com/channel/UCdKuE7a2QZeHPhDntXVZ91w
VolgaVideo,Unknown,16000000.0,India,3500.0,22.0,0.0,http://youtube.com/channel/UCIeNlITYK46VkR7yIuTL8GQ
DopeLyrics,Music and Dance,16000000.0,United States,24200.0,242.0,16.0,http://youtube.com/channel/UCvR2R7j218tzejtTsb_X6Rw
hamaarbhojpuri,Music and Dance,16000000.0,India,32200.000000000004,1200.0,22.0,http://youtube.com/channel/UCpN-WGQgGsOrXm7nHXDdTDA
yudistardhana,Movies,16000000.0,Indonesia,492000.0,18300.0,148.0,http://youtube.com/channel/UCvc00uetYIML9D-7BBrEXLA
MashaBearARAB,Unknown,15900000.0,Unknown,226000.0,4300.0,0.0,http://youtube.com/channel/UCpm9UA5N0Y9Kv1FJNtnNlJA
ChetanMongaVlogs,Daily Vlogs,15900000.0,India,1400000.0,95100.0,238.0,http://youtube.com/channel/UCZLOlM5df0CXW9bP5MAeE7A
TeamFilmsBhojpuri,Music and Dance,15900000.0,India,11600.0,241.0,17.0,http://youtube.com/channel/UCB4SvelHl4qjFSNYfxhp-SQ
KashviAdlakha,Unknown,15900000.0,India,97900.0,2800.0,16.0,http://youtube.com/channel/UC8Cd9Zfg3l2SdUT3Xm_aHmA
BlippiEspanol,Unknown,15900000.0,Unknown,245100.0,628.0,0.0,http://youtube.com/channel/UC4YImPQT-_0kCh5joATwyhw
pinkshirtcouple,Unknown,15800000.0,United States,3200000.0,123400.0,843.0,http://youtube.com/channel/UC2xBh2nwvOwBqnA1tEbPCZw
ColorsRishtey1,Unknown,15800000.0,India,3600.0,29.0,1.0,http://youtube.com/channel/UCyfkoMQeJOoEt3ZhY3PI6Uw
RottenTomatoesTRAILERS,"Movies, Animation",15800000.0,United States,34600.0,510.0,49.0,http://youtube.com/channel/UCi8e0iOVk1fEOogdfu4YgfA
FCBarcelona,Sports,15800000.0,United States,164500.0,12100.0,172.0,http://youtube.com/channel/UC14UlmYlSNiQCBe9Eookf_A
5MCArabic,Movies,15800000.0,Egypt,32500.0,169.0,4.0,http://youtube.com/channel/UCy7QvWo7uV_AcoLJL5RIwkQ
5MinuteCraftsFAMILY,Unknown,15800000.0,India,5200.0,71.0,3.0,http://youtube.com/channel/UC63mNFJR8EAb8wAIJwoCmTA
TheMriDul,Unknown,15700000.0,India,7400000.0,349500.0,10200.0,http://youtube.com/channel/UC0zXnLIFedO97pFsyMxZcFg
TalkingFriends,"Animation, Humor",15700000.0,United States,17800.0,125.0,0.0,http://youtube.com/channel/UCDCNmuaOXOo25Yn4mbMHhhQ
SonyMusicSouth,"Music and Dance, Movies",15600000.0,India,256100.00000000003,3000.0,85.0,http://youtube.com/channel/UCn4rEMqKtwBQ6-oEwbd4PcA
zutigang,Daily Vlogs,15600000.0,United States,124400.0,4900.0,24.0,http://youtube.com/channel/UCNBTflmnht6ZMRNCDNilw9g
HenriqueeJuliano,Music and Dance,15600000.0,Brazil,2000000.0,19100.0,453.0,http://youtube.com/channel/UCfLTxnQboSLcoSakgONmukQ
FFUNTV,Unknown,15600000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCt8z2S30Wl-GQEluFVM8NUw
CNN,"Music and Dance, Animation",15600000.0,United States,152800.0,2300.0,983.0,http://youtube.com/channel/UCupvZG-5ko_eiXAupbDfxWw
MobileLegends5v5MOBA,"Animation, Video Games",15600000.0,Indonesia,80900.0,695.0,6.0,http://youtube.com/channel/UCqmld-BIYME2i_ooRTo1EOg
Zayn,Music and Dance,15600000.0,United States,145200.0,20500.0,935.0,http://youtube.com/channel/UC3PdiRW5dUA4V70ueeR1eHA
genierock,Music and Dance,15600000.0,Thailand,66700.0,742.0,41.0,http://youtube.com/channel/UCs2t9DlvAuyTBkvk2djGZKw
TheHarshBeniwal,"Movies, Humor",15600000.0,India,0.0,0.0,0.0,http://youtube.com/channel/UCVmEbEQUGXHVm-O9pqa3JWg
joerogan,Daily Vlogs,15600000.0,United States,1200000.0,20700.0,3100.0,http://youtube.com/channel/UCzQUP1qoWDoEbmsQxvdjxgQ
SRKMUSIC,Music and Dance,15600000.0,India,13000.0,318.0,20.0,http://youtube.com/channel/UCAH1Aw-mXgcB3t8uaqW4yTA
EliKids,Music and Dance,15600000.0,Unknown,173500.0,2300.0,0.0,http://youtube.com/channel/UCVi_GtP-1stDmhPuWCCQ5KA
Senya_Super,"Animation, Toys",15500000.0,Unknown,15800.0,117.0,0.0,http://youtube.com/channel/UCjx0-lAtcB7pTxT6MaGPs9g
ShriPrashant,Education,15500000.0,India,71800.0,6300.0,44.0,http://youtube.com/channel/UCMgapddJymOC6MBOiOqia1A
A2Motivation,Education,15500000.0,India,715000.0,103500.0,634.0,http://youtube.com/channel/UC6ERimtc5zFrn7x6Bk3HaHA
LOKESHGAMER,Unknown,15400000.0,India,240400.0,27400.0,660.0,http://youtube.com/channel/UCdQPeeJ0qGK6wWBiEJWcdsQ
Kerajinan5-Menit,Music and Dance,15400000.0,Indonesia,11500.0,70.0,3.0,http://youtube.com/channel/UClIYfCAhMAlacxT0e_sl1uA
romanatwoodvlogs,"Movies, Humor",15400000.0,United States,2500000.0,106700.0,4300.0,http://youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw
