Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
ChuChuTV,Toys,67500000.0,Unknown,652100.0,17800.0,0.0,http://youtube.com/channel/UCBnZ16ahKA2DZ_T5W0FPUXg
KondZilla,Music and Dance,66599999.99999999,Brazil,30400.0,1100.0,4.0,http://youtube.com/channel/UCffDXn7ycAzwL2LDlbyWOTw
colorstv,Unknown,66599999.99999999,India,14700.0,413.0,3.0,http://youtube.com/channel/UC55IWqFLDH1Xp7iu1_xknRA
filmigaane,Music and Dance,66400000.00000001,India,33000.0,392.0,18.0,http://youtube.com/channel/UCP6uH_XlsxrXwZQ4DlqbqPg
TSeriesBhaktiSagar,Music and Dance,62600000.0,India,24900.0,983.0,35.0,http://youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g
tipsofficial,Music and Dance,60900000.0,India,80200.0,935.0,22.0,http://youtube.com/channel/UCJrDMFOdv1I2k8n9oK_V21w
MOVIECLIPS,"Movies, Animation",59900000.0,United States,16600.0,231.0,9.0,http://youtube.com/channel/UC3gNmTGu-TTbFPpfSs5kNkg
ElReinoInfantil,Music and Dance,59700000.0,Unknown,393000.0,2600.0,0.0,http://youtube.com/channel/UCK1i2UviaXLUNrZlAFpw_jA
dudeperfect,Video Games,59700000.0,United States,5300000.0,156500.0,4200.0,http://youtube.com/channel/UCRijo3ddMTht_IHyNSNXpNQ
aajtak,News and Politics,58900000.0,India,7600.0,229.0,4.0,http://youtube.com/channel/UCt4t-jeY85JegMlZ-E5UWtA
WaveMusicIndia,Music and Dance,58700000.0,Unknown,36600.0,792.0,54.0,http://youtube.com/channel/UC22nIfOTM7KLIQuFGMKzQbg
SonyMusicIndia,Music and Dance,57900000.0,India,26300.0,964.0,21.0,http://youtube.com/channel/UC56gTxNs4f9xZ7Pa2i5xNzg
marshmello,Music and Dance,56700000.0,United States,145900.0,8900.0,167.0,http://youtube.com/channel/UCEdvpU2pFRCVqU6yIPyTpMQ
yrf,Music and Dance,55700000.0,India,60300.0,2100.0,33.0,http://youtube.com/channel/UCbTLwN10NoCU4WDzLf1JMOA
infobellshindirhymes,Education,55700000.0,Unknown,1200000.0,34700.0,0.0,http://youtube.com/channel/UC1ciY6kR3yj3kaKZ6R7ewAg
LooLooKids,Music and Dance,54800000.0,United States,595600.0,2700.0,0.0,http://youtube.com/channel/UC4NALVCmcmL5ntpV0thoH6w
TaylorSwift,Music and Dance,54100000.0,United States,4300000.0,300400.0,15000.0,http://youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g
EdSheeran,Music and Dance,53700000.0,United States,144200.0,10200.0,345.0,http://youtube.com/channel/UC0C-w0YjGpqDXGB8IHb662A
BillionSurpriseToys,Toys,53100000.0,Unknown,1600000.0,0.0,0.0,http://youtube.com/channel/UCRx3mKNUdl8QE06nEug7p6Q
ArianaGrande,Music and Dance,52900000.0,United States,1100000.0,85800.0,3800.0,http://youtube.com/channel/UC9CoOnJkIBMdeijd9qYoT_g
shemaroo,Unknown,48800000.0,India,22600.0,163.0,7.0,http://youtube.com/channel/UCF1JIbMUs6uqoZEY1Haw0GQ
JuegaGerman,"Movies, Animation",48600000.0,Mexico,2000000.0,117100.0,3000.0,http://youtube.com/channel/UCYiGq8XF7YQD00x7wAd62Zg
BillieEilish,Music and Dance,48600000.0,United States,208100.0,27200.0,476.0,http://youtube.com/channel/UCiGm_E4ZwYSHV3bcW1pnSeQ
getmovies,Unknown,48100000.0,Unknown,55700.0,329.0,0.0,http://youtube.com/channel/UClZkHt2kNIgyrTTPnSQV3SA
sonymusicindiaVEVO,Music and Dance,47500000.0,India,36600.0,664.0,28.0,http://youtube.com/channel/UC3MLnJtqc_phABBriLRhtgQ
A4a4a4a4,"Animation, Humor",47300000.0,Russia,9700000.0,330400.0,22000.0,http://youtube.com/channel/UC2tsySbe9TNrI-xh2lximHA
badabunOficial,Unknown,47000000.0,Mexico,6800.0,260.0,4.0,http://youtube.com/channel/UCYWOjHweP2V-8kGKmmAmQJQ
HarPalGeoOfficial,"Movies, Animation",46400000.0,Pakistan,11000.0,299.0,2.0,http://youtube.com/channel/UCe9JSDmyqNgA_l2BzGHq1Ug
vootkids,Unknown,46000000.0,Unknown,540900.0,3400.0,0.0,http://youtube.com/channel/UCJg19noZp7-BYIGvypu_cow
ARYDigitalasia,Unknown,45900000.0,Pakistan,20000.0,242.0,13.0,http://youtube.com/channel/UC4JCksJF76g_MdzPVBJoC3Q
felipeneto,Unknown,45600000.0,Brazil,850600.0,82100.0,1100.0,http://youtube.com/channel/UCV306eHqgo0LvBf3Mh36AHg
abscbnentertainment,Unknown,45000000.0,Philippines,6100.0,180.0,2.0,http://youtube.com/channel/UCstEtN0pgOmCf02EdXsGChw
vcsabiavideos,Unknown,45000000.0,Brazil,665700.0,39800.0,593.0,http://youtube.com/channel/UCj0O6W8yDuLg3iraAXKgCrQ
BRIGHTSIDEOFFICIAL,Unknown,44600000.0,United States,22700.0,430.0,21.0,http://youtube.com/channel/UC4rlAVgAK0SGk-yTfe48Qpw
KatyPerry,Music and Dance,44400000.0,Unknown,101400.0,7500.0,177.0,http://youtube.com/channel/UCYvmuw-JtVrTZQ-7Y4kd63Q
Shakira,Video Games,44400000.0,United States,102100.0,8200.0,210.0,http://youtube.com/channel/UCYLNGLIzMhRTi6ZOLjAPSmw
whindersson,"Music and Dance, Animation",44400000.0,Brazil,174600.0,35700.0,154.0,http://youtube.com/channel/UC3KQ5GWANYF8lChqjZpXsQw
MashaBearRUSSIAN,Unknown,44200000.0,Unknown,664500.0,5700.0,0.0,http://youtube.com/channel/UCRv76wLBC73jiP7LX4C3l8Q
Alanwalkermusic,"Music and Dance, Movies",44000000.0,United States,124700.0,8200.0,205.0,http://youtube.com/channel/UCJrOtniJ0-NWz37R30urifQ
MashaBearEN,"Movies, Animation",43700000.0,Unknown,856200.0,7500.0,0.0,http://youtube.com/channel/UCu59yAFE8fM0sVNTipR4edw
Mikecrack,"Movies, Animation",43400000.0,Mexico,2200000.0,183400.0,1800.0,http://youtube.com/channel/UCqJ5zFEED1hWs0KNQCQuYdQ
toysandcolors,"Movies, Toys",42900000.0,Unknown,2000000.0,4600.0,0.0,http://youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A
speedrecords,Music and Dance,42900000.0,India,21100.0,1100.0,30.0,http://youtube.com/channel/UCOsyDsO5tIt-VZ1iwjdQmew
LikeNastya_Show,"Movies, Toys",42500000.0,Unknown,972200.0,2400.0,0.0,http://youtube.com/channel/UCS94J1s6-qc8v7btCdS2pNg
KimberlyLoaiza,Music and Dance,42100000.0,Mexico,5300000.0,271300.0,16000.0,http://youtube.com/channel/UCQZfFRohQ7UX-0CdXl-6pwQ
IshtarMusic,Music and Dance,42100000.0,India,32600.0,994.0,9.0,http://youtube.com/channel/UCWi_65E_L8tQZ34C6wVAlpQ
luisitocomunica,Unknown,41100000.0,Mexico,2500000.0,128900.0,1800.0,http://youtube.com/channel/UCECJDeK0MNapZbpaOzxrUPA
LittleBabyBum,"Animation, Toys",41000000.0,Unknown,99000.0,184.0,0.0,http://youtube.com/channel/UCKAqou7V9FAWXpZd9xtOg3Q
shfa2,"Animation, Toys",40600000.0,Unknown,585500.0,4800.0,0.0,http://youtube.com/channel/UCQ7x25F6YXY9DvGeHFxLhRQ
CarryMinati,"Movies, Humor",40300000.0,India,0.0,0.0,0.0,http://youtube.com/channel/UCj22tfcQrWG7EMEKS0qLeEg
luccastoon,"Movies, Animation",40100000.0,Brazil,588600.0,13100.0,0.0,http://youtube.com/channel/UC_gV70G_Y51LTa3qhu8KiEA
SuperSimpleSongs,Music and Dance,39900000.0,Unknown,648400.0,10100.0,0.0,http://youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q
JessNoLimit,"Movies, Animation",39600000.0,Indonesia,1300000.0,73500.0,1600.0,http://youtube.com/channel/UCvh1at6xpV1ytYOAzxmqUsA
xxxtentacion,Music and Dance,39500000.0,United States,225700.0,28500.0,2900.0,http://youtube.com/channel/UCM9r1xn6s30OnlJWb-jc3Sw
SonyPAL,Unknown,39500000.0,India,21800.0,255.0,9.0,http://youtube.com/channel/UCw7xjxzbMwgBSmbeYwqYRMg
WorkpointOfficial,Unknown,39400000.0,Thailand,6200.0,157.0,1.0,http://youtube.com/channel/UC3ZkCd7XtUREnjjt3cyY_gg
gr6explode,Music and Dance,39300000.0,Brazil,120300.0,5700.0,236.0,http://youtube.com/channel/UCNUQK9mQoqi4yNXw2_Rj6SA
TEDx,Unknown,39100000.0,United States,160.0,3.0,0.0,http://youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q
GaaneSuneAnsune,Music and Dance,39100000.0,India,28800.0,211.0,9.0,http://youtube.com/channel/UCtW7qWjpCZ8zps-Cf2NF26w
shfa-1,Daily Vlogs,39100000.0,France,5300000.0,57300.0,0.0,http://youtube.com/channel/UCwHE1kM1CPJd_pI9FQ0-4dg
vladvaniki1,"Movies, Humor",38700000.0,Unknown,890600.0,3400.0,0.0,http://youtube.com/channel/UCcOMTVILq-yIqtFmOqt-QOg
TheEllenShow,Unknown,38300000.0,United States,26000.0,433.0,22.0,http://youtube.com/channel/UCp0hYYBW6IMayGgR-WeoCvQ
DaddyYankee,Music and Dance,38300000.0,Colombia,82800.0,6500.0,123.0,http://youtube.com/channel/UC9TO_oo4c_LrOiKNaY6aysA
LikeNastya_ESP,Unknown,38100000.0,Unknown,403800.0,1800.0,0.0,http://youtube.com/channel/UCpEJRZdSpdVZ8vh63T9I2KQ
one31official,Unknown,38100000.0,Thailand,4800.0,122.0,1.0,http://youtube.com/channel/UC8f7MkX4MFOOJ2SerXLInCA
ABPNEWS,Unknown,38100000.0,India,2400.0,59.0,0.0,http://youtube.com/channel/UCRWFSbif-RFENbBrSiez1DA
MariaClaraeJP,"Movies, Animation",37700000.0,Unknown,1700000.0,10800.0,0.0,http://youtube.com/channel/UCKe6w0exI94U-RzqAyoY1VA
YouTube,Unknown,37500000.0,United States,101200.0,3400.0,364.0,http://youtube.com/channel/UCBR8-60-B28hp2BmDPdntcQ
PowerKidstv,"Movies, Animation",37400000.0,India,41700.0,0.0,0.0,http://youtube.com/channel/UCj-SWZSE0AmotGSQ3apROHw
Jkk_Entertainment,Unknown,37300000.0,India,2300000.0,20100.0,363.0,http://youtube.com/channel/UC5tuYcCdiKuF5Y2ZonuarwA
UltraBollywood,Unknown,37300000.0,India,24300.0,185.0,10.0,http://youtube.com/channel/UCmL1WlDI8UkXDXCXcBQN9CA
SaregamaMusic,Movies,37000000.0,India,27300.0,703.0,26.0,http://youtube.com/channel/UC_A7K2dXFsTMAciGmnNxy-Q
RicisOfficial1795,"Music and Dance, Movies",36900000.0,Indonesia,343800.0,27500.0,357.0,http://youtube.com/channel/UC4tS4Q_Cno5JVcIUXxQOOpA
beterbocuk,Unknown,36800000.0,India,1000000.0,54100.0,214.0,http://youtube.com/channel/UC6gVx_vALsYT-z_u1djJbBQ
IndiaTV,News and Politics,36700000.0,India,14300.0,255.0,3.0,http://youtube.com/channel/UCttspZesZIDEwwpVIgoZtWQ
LaGranjaDeZenon,"Music and Dance, Animation",36600000.0,Unknown,599800.0,5200.0,0.0,http://youtube.com/channel/UCwpcLKMwiuPg4aqImpGk6Ew
tseriesoldisgold,Music and Dance,36500000.0,India,41100.0,1200.0,8.0,http://youtube.com/channel/UCRm96I5kmb_iGFofE5N691w
Ozuna,Music and Dance,36300000.0,United States,22700.0,2400.0,76.0,http://youtube.com/channel/UCjIA3wwhi0QjSOXAZwOXbPA
TotalGaming093,"Movies, Video Games",36300000.0,India,1500000.0,129400.0,4900.0,http://youtube.com/channel/UC5c9VlYTSvBSCaoMu_GI6gQ
GenevievesPlayhouse,Toys,35700000.0,Unknown,965500.0,824.0,0.0,http://youtube.com/channel/UCK5Q72Uyo73uRPk8PmM2A3w
TechnoGamerzOfficial,Unknown,35600000.0,India,6200000.0,341800.0,16500.0,http://youtube.com/channel/UCX8pnu3DYUnx8qy8V_c6oHg
RyansWorld,"Video Games, Toys",35500000.0,Unknown,326500.0,2000.0,0.0,http://youtube.com/channel/UChGJGhZ9SOOHvBB0Y4DOO_w
markiplier,"Animation, Video Games",35500000.0,United States,2100000.0,126500.0,3800.0,http://youtube.com/channel/UC7_YxT-KID8kRbqZo7MyscQ
tseriesapnapunjab,Music and Dance,35000000.0,India,23300.0,601.0,27.0,http://youtube.com/channel/UCcvNYxWXR_5TjVK7cSCdW-g
JingleToons,Unknown,35000000.0,India,111400.0,641.0,0.0,http://youtube.com/channel/UCK9F8nycURBsR0YlrBsu1Ag
thedonato,Unknown,34700000.0,Mexico,710700.0,42400.0,541.0,http://youtube.com/channel/UCaHEdZtk6k7SVP-umnzifmQ
YOLOAVENTURAS,"Movies, Animation",34600000.0,Mexico,1100000.0,73600.0,0.0,http://youtube.com/channel/UCOnIJiQuk1fDSp6p1GCZy3A
GeetMP3,Music and Dance,34500000.0,India,0.0,0.0,0.0,http://youtube.com/channel/UClZF7OsrECe3t_ADrjZEh_Q
Rajshri,Unknown,34200000.0,India,13700.0,119.0,4.0,http://youtube.com/channel/UCEKWXRsfUHkan-D_ljU8Asw
starplus,Unknown,34200000.0,India,10500.0,267.0,6.0,http://youtube.com/channel/UC-LPIU24bQXVljUXivKEeRQ
jbalvin,"Animation, Video Games",34200000.0,Colombia,16900.0,1600.0,60.0,http://youtube.com/channel/UCt-k6JwNWHMXDBGm9IYHdsg
SSSniperWolf,"Animation, Humor",34200000.0,United States,1200000.0,34600.0,2100.0,http://youtube.com/channel/UCpB959t8iPrxQWj7G6n0ctQ
Ch3Thailand,Unknown,34000000.0,Thailand,34500.0,442.0,8.0,http://youtube.com/channel/UC48h7Dst_hX82HxOf3xJw_w
vegetta777,"Movies, Animation",34000000.0,Mexico,249900.0,19400.0,209.0,http://youtube.com/channel/UCam8T03EOFBsNdR0thrFHdQ
NoCopyrightSounds,Music and Dance,33600000.0,United States,191100.0,6900.0,363.0,http://youtube.com/channel/UC_aEa8K-EOJ3D6gOs7HcyNg
KHANDESHIMOVIES,Unknown,33600000.0,India,758300.0,6200.0,136.0,http://youtube.com/channel/UCP84QWij0alw4MvzqzyfOnw
babybus,"Animation, Toys",33300000.0,Unknown,267300.0,623.0,0.0,http://youtube.com/channel/UCpYye8D5fFMUPf9nSfgd4bA
DisneyMusicVEVO,"Music and Dance, Movies",33200000.000000004,United States,276900.0,3200.0,198.0,http://youtube.com/channel/UCgwv23FVv3lqh567yagXfNg
KarolG,Music and Dance,33000000.0,Colombia,74000.0,2700.0,165.0,http://youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw
WowKidz1,"Animation, Humor",33000000.0,Unknown,17200.0,88.0,0.0,http://youtube.com/channel/UCN8S4CqMRy6tVKVXvs7Bzeg
PANDABOI,Unknown,33000000.0,India,2500000.0,66600.0,183.0,http://youtube.com/channel/UC0Wju2yvRlfwqraLlz5152Q
erosentertainment,Movies,33000000.0,India,7100.0,93.0,5.0,http://youtube.com/channel/UCX52tYZiEh_mHoFja3Veciw
gmanetwork,Unknown,32900000.0,Philippines,2600.0,83.0,1.0,http://youtube.com/channel/UCKL5hAuzgFQsyrsQKgU0Qng
LucasandMarcus,"Animation, Humor",32800000.0,United States,706100.0,23300.0,504.0,http://youtube.com/channel/UCwD4x63A9KC7Si2RuSfg-SA
AboFlah,"Animation, Video Games",32700000.000000004,Iraq,3300000.0,382000.0,11400.0,http://youtube.com/channel/UCqq5n-Oe-r1EEHI3yvhVJcA
MRINDIANHACKER,Unknown,32600000.0,India,6500000.0,617400.0,26000.0,http://youtube.com/channel/UCSiDGb0MnHFGjs4E2WKvShw
FrostDiamond,"Movies, Animation",32600000.0,Indonesia,316200.0,13200.0,386.0,http://youtube.com/channel/UC4hGmH5sABOA70D4fGb8qNQ
MrBean,"Movies, Humor",32400000.0,India,204400.0,1800.0,73.0,http://youtube.com/channel/UCkAGrHCLFmlK3H2kd6isipg
WorldwideRecordsBhojpuri,Music and Dance,32200000.000000004,India,44200.0,1600.0,29.0,http://youtube.com/channel/UCbomPUMyPHCgrqD5iYnzj1A
rezendeevil,Movies,32200000.000000004,Brazil,413400.0,15600.0,153.0,http://youtube.com/channel/UCbTVTephX30ZhQF5zwFppBg
SMTOWN,Music and Dance,32200000.000000004,United States,132300.0,12700.0,505.0,http://youtube.com/channel/UCEf_Bc-KVd7onSeifS3py9g
PeppaPigOfficial,Toys,32200000.000000004,Unknown,110200.0,508.0,0.0,http://youtube.com/channel/UCAOtE1V7Ots4DjM8JLlrYgg
zeenews,News and Politics,32100000.0,India,14700.0,231.0,6.0,http://youtube.com/channel/UCIvaYmXn910QMdemBG3v1pQ
fedevigevani,"Animation, Humor",32000000.0,Mexico,7700000.0,412200.0,17000.0,http://youtube.com/channel/UCoQm-PeHC-cbJclKJYJ8LzA
dream,"Animation, Video Games",31900000.0,United States,3300000.0,309200.0,19000.0,http://youtube.com/channel/UCTkXRDQl0luXxVQrRQvWS6w
GENIALBrightSideSpanish,Animation,31800000.0,Mexico,15500.0,524.0,21.0,http://youtube.com/channel/UCbrd1vu4_7qIE6IPV_dA-OA
luisfonsi,Unknown,31600000.0,United States,20800.0,1400.0,67.0,http://youtube.com/channel/UCxoq-PAQeAdk_zyg8YS0JqA
zhong,Unknown,31400000.0,United States,2900000.0,118300.0,887.0,http://youtube.com/channel/UCyagEfIN1okQ-s996XAqCFQ
MrBeast2,Daily Vlogs,31300000.0,United States,83100000.0,5000000.0,11600.0,http://youtube.com/channel/UC4-79UOlP48-QNGgCko5p2g
fallontonight,Unknown,31200000.0,United States,263100.0,3900.0,116.0,http://youtube.com/channel/UC8-Th83bH_thdKZDJCrn88g
dianaandromaesp331,"Animation, Toys",31100000.0,Unknown,403500.0,714.0,0.0,http://youtube.com/channel/UCqNmJfc7RgMU6hTxOOuCYHQ
ShortsBreak_Official,Unknown,31000000.0,India,8600000.0,503400.0,704.0,http://youtube.com/channel/UCgJ5_1F6yJhYLnyMszUdmUg
ImagineDragons,Music and Dance,31000000.0,United States,77100.0,10700.0,217.0,http://youtube.com/channel/UCT9zcQNlyht7fRlcjmflRSA
vladnikihindi,Unknown,30900000.0,Unknown,897100.0,3400.0,0.0,http://youtube.com/channel/UCUMxxg0KvWiSWHUXRPpnKzw
AttaHalilintar,"Music and Dance, Movies",30600000.0,Indonesia,155300.0,7600.0,108.0,http://youtube.com/channel/UCaKLg1ELiX0zTJ6Je3c5esA
enaldinho,Movies,30600000.0,Brazil,1800000.0,63400.0,838.0,http://youtube.com/channel/UC2bYhAHyaqfWlPXWBVk4BcA
toyoraljanahtv,Music and Dance,30600000.0,Unknown,131100.0,0.0,0.0,http://youtube.com/channel/UCozAuGJZ5MPoijz8IE_1Gtw
jacksepticeye,"Animation, Humor",30400000.0,United States,1600000.0,83400.0,2300.0,http://youtube.com/channel/UCYzPXprvl5Y-Sf0g4vX-m6g
TrapNation,Music and Dance,30400000.0,United States,47800.0,1600.0,60.0,http://youtube.com/channel/UCa10nxShhzNrCE1o2ZOPztg
LittleAngel,"Animation, Toys",30400000.0,Unknown,394800.0,209.0,0.0,http://youtube.com/channel/UCNzsYU0aWwjERj-9Y9HUEng
TalkingTom,"Movies, Animation",30400000.0,United States,201300.0,798.0,0.0,http://youtube.com/channel/UCm3hAp1m1xlAz0ve_EKAo4g
spinninrecords,Music and Dance,30200000.0,United States,31900.0,1200.0,33.0,http://youtube.com/channel/UCpDJl2EmP7Oh90Vylx0dZtA
HUMTV,Unknown,30200000.0,Pakistan,1100.0,7.0,0.0,http://youtube.com/channel/UCEeEQxm6qc_qaTE7qTV5aLQ
Dushyant_kukreja,Unknown,30000000.0,India,5900000.0,231000.0,485.0,http://youtube.com/channel/UCo6y9hnRawAqtyWhRhblXqg
KLBROBijuRithvik1,Unknown,29900000.0,India,1600000.0,49800.0,309.0,http://youtube.com/channel/UCL5nlHWXVLeOsSjKH2fhmsg
DaFuqBoom,"Animation, Humor",29800000.0,United States,52700000.0,1700000.0,82800.0,http://youtube.com/channel/UCsSsgPaZ2GSmO6il8Cb5iGA
ultrarecords,Music and Dance,29800000.0,United States,15800.0,607.0,21.0,http://youtube.com/channel/UC4rasfm9J-X4jNl9SvXp8xA
zamzamelectronicstradingllc,Unknown,29700000.0,India,268700.0,18400.0,489.0,http://youtube.com/channel/UCrnQFuUabBHaw-BRhPo8xEA
AlanChikinChow,"Music and Dance, Humor",29700000.0,India,3600000.0,106500.0,428.0,http://youtube.com/channel/UC5gxP-2QqIh_09djvlm9Xcg
infobellstamilrhymes,Education,29500000.0,Unknown,1200000.0,17700.0,0.0,http://youtube.com/channel/UCHcn4Ux-sO9nzNu7rDsoQLg
Maluma_Official,Music and Dance,29400000.0,Colombia,226400.0,8500.0,275.0,http://youtube.com/channel/UClZuKq2m0Qu-HkopkSBLpEw
infobellstelugurhymes,Education,29400000.0,Unknown,271400.0,5600.0,0.0,http://youtube.com/channel/UCHvoq_rGmOKJKGId1nD1V4Q
adityamovies,Unknown,29400000.0,India,26600.0,1000.0,8.0,http://youtube.com/channel/UCX_uPA_dGf7wXjuMEaSKLJA
MashaOso,Unknown,29300000.0,Unknown,543200.0,5700.0,0.0,http://youtube.com/channel/UCuSo4gcgxJRf4Bzu43wwVyg
shemaroomovies,Unknown,29200000.0,India,24100.0,242.0,9.0,http://youtube.com/channel/UCBOmfqgTZi7yDp4-3Lr_3lA
gulshankalra07,Unknown,29200000.0,India,8100000.0,431100.0,1100.0,http://youtube.com/channel/UC56dNUTok1pgvpY75CsJQ4Q
junya1gou,Unknown,29000000.0,Japan,195000.0,924.0,34.0,http://youtube.com/channel/UCjp_3PEaOau_nT_3vnqKIvg
adityamusic,Music and Dance,28800000.0,India,28200.0,568.0,14.0,http://youtube.com/channel/UCNApqoVYJbYSrni4YsbXzyQ
MichaelJackson,Unknown,28800000.0,United States,227300.0,9100.0,0.0,http://youtube.com/channel/UC5OrDvL9DscpcAstz7JnQGA
GoldminesDishoom,"Movies, Video Games",28700000.0,Unknown,14100.0,167.0,0.0,http://youtube.com/channel/UCu7Hg0f3rxqZ6qs-188ZbjQ
DrakeOfficial,Unknown,28400000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCByOQJjav0CUDwxCk-jVNRQ
KidsRomaShow,"Animation, Toys",28200000.0,Unknown,1200000.0,3100.0,0.0,http://youtube.com/channel/UCx790OVgpTC1UVBQIqu3gnQ
toycantando,"Music and Dance, Animation",28100000.0,Unknown,426400.0,11700.0,0.0,http://youtube.com/channel/UC2xjgvWb9cx5F637XjsUNxw
SandeepSeminars,Daily Vlogs,28000000.0,India,1200000.0,58500.0,4000.0,http://youtube.com/channel/UCBqFKDipsnzvJdt6UT0lMIg
LankyBox,"Animation, Video Games",28000000.0,United States,346500.0,6300.0,200.0,http://youtube.com/channel/UCSf0s2ogUVYpJPuzW1zpAOg
bouncepatrol,Music and Dance,27900000.0,Unknown,339300.0,6600.0,0.0,http://youtube.com/channel/UC56cowXhoqRWHeqfSJkIQaA
JYPEntertainment,Music and Dance,27800000.0,United States,177700.0,8700.0,668.0,http://youtube.com/channel/UCaO6TYtlC8U5ttz62hTrZgg
nickjr,"Animation, Toys",27800000.0,Unknown,109200.0,191.0,0.0,http://youtube.com/channel/UCUe6ZpY6TJ0no8jI4l2iLxw
CrazyXYZ,Unknown,27800000.0,India,4200000.0,284100.0,8600.0,http://youtube.com/channel/UCebC4x5l2-PQxg46Ucv9CsA
DanTDM,"Animation, Video Games",27800000.0,United States,3500000.0,285000.0,52500.0,http://youtube.com/channel/UCS5Oz6CHmeoF7vSad0qqXfw
wizkhalifa,Music and Dance,27800000.0,United States,87400.0,4100.0,305.0,http://youtube.com/channel/UCVp3nfGRxmMadNDuVbJSk8A
brentrivera,"Video Games, Humor",27600000.0,United States,6400000.0,154100.0,5000.0,http://youtube.com/channel/UC56D-IHcUvLVFTX_8NpQMXg
NichLmao,Daily Vlogs,27500000.0,United States,1500000.0,85800.0,1600.0,http://youtube.com/channel/UC6VAIqNQBc7ggiqvsOHOBqw
GoldminesBollywood,Unknown,27300000.0,India,8900.0,62.0,2.0,http://youtube.com/channel/UCOF23vGxkbhN4wl7ROrgXsA
renatongarcia,"Movies, Animation",27200000.0,Brazil,748200.0,68800.0,833.0,http://youtube.com/channel/UChMJkHCD2wdvSO7CMOuLR-w
toypudding,Unknown,27100000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCKqx9r4mrFglauNBJc1L_eg
dbillions,"Music and Dance, Animation",27100000.0,Unknown,1000000.0,651.0,0.0,http://youtube.com/channel/UCi3onjs7UU2Z64i3RrVci-Q
Netflix,"Movies, Animation",27000000.0,United States,202600.0,2200.0,176.0,http://youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw
RaffyTulfoInAction,News and Politics,26800000.0,Philippines,398300.0,5300.0,443.0,http://youtube.com/channel/UCxhygwqQ1ZMoBGQM2yEcNug
enchufetv,Unknown,26800000.0,Ecuador,34300.0,4300.0,17.0,http://youtube.com/channel/UCoGDh1Xa3kUCpok24JN5DKA
mujjuu___14,Unknown,26800000.0,India,4500000.0,144000.0,150.0,http://youtube.com/channel/UCHUu2HAnogpaK2UmTSJT8jg
indosiar,"Music and Dance, Movies",26700000.0,Indonesia,18800.0,471.0,24.0,http://youtube.com/channel/UCYqOeAXJm8yV9sJ8Ud3cR7A
SpiderSlack,Unknown,26600000.0,Brazil,532500.0,37700.0,192.0,http://youtube.com/channel/UCtiddfzHXNevG-yYe5vc_4Q
worldstarhiphop,Music and Dance,26600000.0,United States,40300.0,993.0,127.0,http://youtube.com/channel/UC-yXuc1__OzjwpsJPlxYUCQ
smosh,"Movies, Humor",26300000.0,United States,289100.0,21300.0,214.0,http://youtube.com/channel/UCY30JRSgfhYXA6i6xX1erWg
1MILLION_Dance,Unknown,26300000.0,India,35300.0,1800.0,20.0,http://youtube.com/channel/UCw8ZhLPdQ0u_Y-TLKd61hGA
dianaandromahin8102,"Animation, Toys",26200000.0,Unknown,109000.0,322.0,0.0,http://youtube.com/channel/UC5ma-WCc8jNCV0WyRnfbHTg
nickiminaj,Music and Dance,26100000.0,United States,1600000.0,98300.0,7600.0,http://youtube.com/channel/UC3jOd7GUMhpgJRBhiLzuLsg
mariliamendoncareal,Music and Dance,26100000.0,Brazil,0.0,0.0,0.0,http://youtube.com/channel/UCwfEOn0O1DWcyTgzVVu28ig
TheLallantop,News and Politics,26000000.0,India,30800.0,822.0,52.0,http://youtube.com/channel/UCx8Z14PpntdaxCt2hakbQLQ
AGT,"Music and Dance, Movies",25900000.0,United States,186800.0,3100.0,197.0,http://youtube.com/channel/UCT2X19JJaJGUN7mrYuImANQ
davidguetta,Music and Dance,25900000.0,Brazil,0.0,0.0,0.0,http://youtube.com/channel/UC1l7wYrva1qCH-wgqcHaaRg
ThatLittlePuff,Unknown,25900000.0,United States,5100000.0,299000.0,573.0,http://youtube.com/channel/UClFN9LShD_Pv0wnSeUKbUZw
postmalone,Music and Dance,25900000.0,United States,223100.0,13100.0,526.0,http://youtube.com/channel/UCeLHszkByNZtPKcaVXOCOQQ
VanossGaming,"Animation, Video Games",25900000.0,United States,1300000.0,56500.0,1100.0,http://youtube.com/channel/UCKqH_9mk1waLgBiL2vT5b9g
DanielLaBelle,Unknown,25900000.0,United States,1700000.0,130100.0,892.0,http://youtube.com/channel/UCb8vrqP8Z7Oz9ZTYvUtjUHQ
abp_live,News and Politics,25800000.0,India,2300.0,49.0,1.0,http://youtube.com/channel/UCmphdqZNmqL72WJ2uyiNw5w
LosPolinesios,"Music and Dance, Movies",25700000.0,Mexico,1400000.0,38400.0,866.0,http://youtube.com/channel/UCs8qka8tfhdc69wzXYdtZ3A
